,model,clip,predicted,dylan_label,ellie_label,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14
296,cnn_unsup,3_1b_task4 29437-29887,OPEN,n,n,OPEN=0.9983,GIVE=0.9968,HOLD=0.9953,DROP=0.9944,THROW=0.9926,PLAY=0.9920,TAKE=0.9919,EAT=0.9919,GO=0.9917,PICK=0.9917,PUT=0.9915,GET=0.9848,WASH=0.9827,WALK=0.9798
297,spatial_sup,3_1b_task4 29437-29887,OPEN,n,n,OPEN=0.5426,EAT=0.4253,GET=0.3479,PICK=0.1905,HOLD=0.0832,GIVE=0.0507,PLAY=0.0314,PUT=0.0006,GO=-0.0129,TAKE=-0.0967,DROP=-0.3220,WALK=-0.3287,THROW=-0.3394,WASH=-0.4371
298,cnn_sup,3_1b_task4 29437-29887,THROW,n,n,OPEN=0.5426,EAT=0.4253,GET=0.3479,PICK=0.1905,HOLD=0.0832,GIVE=0.0507,PLAY=0.0314,PUT=0.0006,GO=-0.0129,TAKE=-0.0967,DROP=-0.3220,WALK=-0.3287,THROW=-0.3394,WASH=-0.4371
299,rand,3_1b_task4 29437-29887,OPEN,n,n,,,,,,,,,,,,,,
300,spatial_unsup,3_1b_task4 29887-30337,WASH,n,n,WASH=0.9114,HOLD=0.9097,DROP=0.9044,GIVE=0.9019,WALK=0.8960,GO=0.8772,PICK=0.8744,THROW=0.8732,PUT=0.8731,TAKE=0.8492,EAT=0.8487,PLAY=0.8333,GET=0.8196,OPEN=0.7710
301,cnn_unsup,3_1b_task4 29887-30337,GIVE,n,n,GIVE=0.9969,OPEN=0.9961,THROW=0.9952,DROP=0.9929,PLAY=0.9927,HOLD=0.9923,PUT=0.9922,EAT=0.9919,TAKE=0.9918,PICK=0.9915,GO=0.9915,GET=0.9848,WASH=0.9828,WALK=0.9796
302,spatial_sup,3_1b_task4 29887-30337,GIVE,n,n,GIVE=0.4190,PUT=0.3509,GO=0.2315,HOLD=0.1229,THROW=0.0924,WASH=0.0874,TAKE=0.0865,PICK=-0.1002,GET=-0.2454,DROP=-0.2510,WALK=-0.2579,OPEN=-0.2987,EAT=-0.3267,PLAY=-0.4200
303,cnn_sup,3_1b_task4 29887-30337,GO,y,n,GIVE=0.4190,PUT=0.3509,GO=0.2315,HOLD=0.1229,THROW=0.0924,WASH=0.0874,TAKE=0.0865,PICK=-0.1002,GET=-0.2454,DROP=-0.2510,WALK=-0.2579,OPEN=-0.2987,EAT=-0.3267,PLAY=-0.4200
304,rand,3_1b_task4 29887-30337,GO,y,n,,,,,,,,,,,,,,
305,spatial_unsup,3_1b_task4 30337-30787,DROP,n,n,DROP=0.9635,PLAY=0.9534,WALK=0.9430,GO=0.9421,HOLD=0.9295,PICK=0.9293,PUT=0.9171,EAT=0.9140,WASH=0.9132,THROW=0.9051,GET=0.8912,TAKE=0.8884,OPEN=0.8509,GIVE=0.8025
306,cnn_unsup,3_1b_task4 30337-30787,THROW,n,n,THROW=0.9967,GIVE=0.9954,PLAY=0.9948,PUT=0.9925,OPEN=0.9922,PICK=0.9917,DROP=0.9914,TAKE=0.9912,GO=0.9905,EAT=0.9903,HOLD=0.9885,GET=0.9873,WALK=0.9839,WASH=0.9817
307,spatial_sup,3_1b_task4 30337-30787,GO,y,y,GO=0.5291,WASH=0.3682,EAT=0.2122,PUT=0.1875,DROP=0.0559,WALK=0.0501,PLAY=0.0495,HOLD=0.0457,GIVE=0.0166,OPEN=-0.1133,GET=-0.2604,TAKE=-0.3035,THROW=-0.4492,PICK=-0.5944
308,cnn_sup,3_1b_task4 30337-30787,WALK,y,n,GO=0.5291,WASH=0.3682,EAT=0.2122,PUT=0.1875,DROP=0.0559,WALK=0.0501,PLAY=0.0495,HOLD=0.0457,GIVE=0.0166,OPEN=-0.1133,GET=-0.2604,TAKE=-0.3035,THROW=-0.4492,PICK=-0.5944
309,rand,3_1b_task4 30337-30787,HOLD,n,n,,,,,,,,,,,,,,
310,spatial_unsup,3_1b_task4 30787-31237,GIVE,n,n,GIVE=0.9081,WASH=0.8577,THROW=0.8456,HOLD=0.8428,TAKE=0.8315,WALK=0.8151,PICK=0.8132,PUT=0.8129,GO=0.8046,EAT=0.8041,GET=0.8029,DROP=0.7927,OPEN=0.7863,PLAY=0.7376
311,cnn_unsup,3_1b_task4 30787-31237,THROW,n,n,THROW=0.9946,PLAY=0.9925,GIVE=0.9922,PUT=0.9913,EAT=0.9891,PICK=0.9890,TAKE=0.9889,GO=0.9884,DROP=0.9883,HOLD=0.9869,GET=0.9865,OPEN=0.9859,WALK=0.9827,WASH=0.9819
312,spatial_sup,3_1b_task4 30787-31237,GIVE,n,n,GIVE=0.4771,WASH=0.4206,EAT=0.2310,THROW=0.1877,GO=0.1876,TAKE=0.1704,PUT=0.0642,PLAY=0.0330,HOLD=-0.0369,OPEN=-0.0370,DROP=-0.0922,WALK=-0.4408,GET=-0.4515,PICK=-0.4684
313,cnn_sup,3_1b_task4 30787-31237,PICK,y,y,GIVE=0.4771,WASH=0.4206,EAT=0.2310,THROW=0.1877,GO=0.1876,TAKE=0.1704,PUT=0.0642,PLAY=0.0330,HOLD=-0.0369,OPEN=-0.0370,DROP=-0.0922,WALK=-0.4408,GET=-0.4515,PICK=-0.4684
314,rand,3_1b_task4 30787-31237,PICK,y,y,,,,,,,,,,,,,,
315,spatial_unsup,3_1b_task4 31237-31687,GIVE,n,n,GIVE=0.9104,WASH=0.8944,HOLD=0.8943,WALK=0.8876,TAKE=0.8851,THROW=0.8832,PICK=0.8614,EAT=0.8610,PUT=0.8609,GET=0.8530,GO=0.8446,OPEN=0.8330,DROP=0.8301,PLAY=0.7928
316,cnn_unsup,3_1b_task4 31237-31687,HOLD,y,y,HOLD=0.9845,GIVE=0.9831,EAT=0.9810,OPEN=0.9810,DROP=0.9809,THROW=0.9802,TAKE=0.9794,GO=0.9794,PUT=0.9791,PICK=0.9772,PLAY=0.9759,WASH=0.9686,GET=0.9675,WALK=0.9611
317,spatial_sup,3_1b_task4 31237-31687,HOLD,y,y,HOLD=0.6269,WASH=0.5530,DROP=0.4654,GO=0.3774,OPEN=0.3105,TAKE=0.1803,GIVE=0.1361,EAT=0.1305,PICK=-0.0982,GET=-0.1538,WALK=-0.2536,PUT=-0.3257,PLAY=-0.3758,THROW=-0.4671
318,cnn_sup,3_1b_task4 31237-31687,PUT,y,y,HOLD=0.6269,WASH=0.5530,DROP=0.4654,GO=0.3774,OPEN=0.3105,TAKE=0.1803,GIVE=0.1361,EAT=0.1305,PICK=-0.0982,GET=-0.1538,WALK=-0.2536,PUT=-0.3257,PLAY=-0.3758,THROW=-0.4671
319,rand,3_1b_task4 31237-31687,PICK,/,y,,,,,,,,,,,,,,
320,spatial_unsup,3_1b_task5 32009-32459,THROW,n,n,THROW=0.0085,GIVE=0.0067,PLAY=0.0062,PUT=0.0061,EAT=0.0052,WALK=0.0046,GO=0.0044,GET=0.0041,TAKE=0.0038,WASH=0.0038,OPEN=0.0034,PICK=0.0034,DROP=0.0034,HOLD=0.0021
321,cnn_unsup,3_1b_task5 32009-32459,THROW,n,n,THROW=0.9784,GIVE=0.9776,EAT=0.9773,PLAY=0.9772,HOLD=0.9767,GO=0.9759,PUT=0.9755,TAKE=0.9748,OPEN=0.9738,DROP=0.9719,PICK=0.9718,GET=0.9679,WASH=0.9671,WALK=0.9644
322,spatial_sup,3_1b_task5 32009-32459,HOLD,n,n,HOLD=0.4510,EAT=0.3920,OPEN=0.3492,PUT=0.3145,GO=0.2544,DROP=0.2312,GET=0.1668,GIVE=0.1653,PICK=-0.1067,WASH=-0.1718,WALK=-0.2305,TAKE=-0.3335,PLAY=-0.4863,THROW=-0.6805
323,cnn_sup,3_1b_task5 32009-32459,GO,y,y,HOLD=0.4510,EAT=0.3920,OPEN=0.3492,PUT=0.3145,GO=0.2544,DROP=0.2312,GET=0.1668,GIVE=0.1653,PICK=-0.1067,WASH=-0.1718,WALK=-0.2305,TAKE=-0.3335,PLAY=-0.4863,THROW=-0.6805
324,rand,3_1b_task5 32009-32459,WASH,n,n,,,,,,,,,,,,,,
325,spatial_unsup,3_1b_task5 32459-32909,THROW,n,n,THROW=0.0082,GIVE=0.0070,PLAY=0.0057,PUT=0.0057,EAT=0.0049,GO=0.0041,WALK=0.0041,GET=0.0037,TAKE=0.0036,WASH=0.0034,OPEN=0.0033,PICK=0.0032,DROP=0.0032,HOLD=0.0021
326,cnn_unsup,3_1b_task5 32459-32909,GIVE,n,n,GIVE=0.9715,HOLD=0.9710,EAT=0.9703,THROW=0.9697,GO=0.9688,PLAY=0.9680,PUT=0.9679,TAKE=0.9673,OPEN=0.9663,DROP=0.9652,PICK=0.9642,WASH=0.9604,GET=0.9595,WALK=0.9556
327,spatial_sup,3_1b_task5 32459-32909,EAT,n,n,EAT=0.6404,HOLD=0.5542,OPEN=0.4586,WASH=0.3507,GET=0.2547,DROP=0.1076,GO=0.0726,GIVE=-0.0323,PICK=-0.0380,TAKE=-0.0632,PUT=-0.1100,WALK=-0.1704,PLAY=-0.3835,THROW=-0.7229
328,cnn_sup,3_1b_task5 32459-32909,THROW,n,n,EAT=0.6404,HOLD=0.5542,OPEN=0.4586,WASH=0.3507,GET=0.2547,DROP=0.1076,GO=0.0726,GIVE=-0.0323,PICK=-0.0380,TAKE=-0.0632,PUT=-0.1100,WALK=-0.1704,PLAY=-0.3835,THROW=-0.7229
329,rand,3_1b_task5 32459-32909,DROP,n,n,,,,,,,,,,,,,,
330,spatial_unsup,3_1b_task5 32909-33359,THROW,n,n,THROW=0.0083,GIVE=0.0064,PUT=0.0060,PLAY=0.0059,EAT=0.0051,WALK=0.0046,GO=0.0042,GET=0.0041,TAKE=0.0037,WASH=0.0037,OPEN=0.0033,PICK=0.0032,DROP=0.0031,HOLD=0.0019
331,cnn_unsup,3_1b_task5 32909-33359,OPEN,n,n,OPEN=0.9785,HOLD=0.9780,THROW=0.9773,GIVE=0.9772,EAT=0.9769,PLAY=0.9766,GO=0.9751,TAKE=0.9745,PUT=0.9743,DROP=0.9726,PICK=0.9710,GET=0.9647,WASH=0.9643,WALK=0.9607
332,spatial_sup,3_1b_task5 32909-33359,OPEN,n,n,OPEN=0.5482,GO=0.5348,EAT=0.3619,WASH=0.3504,HOLD=0.3380,GIVE=0.2492,DROP=0.1272,GET=0.0699,PUT=0.0097,PICK=-0.1455,PLAY=-0.2927,WALK=-0.3713,TAKE=-0.4795,THROW=-0.7150
333,cnn_sup,3_1b_task5 32909-33359,GO,y,n,OPEN=0.5482,GO=0.5348,EAT=0.3619,WASH=0.3504,HOLD=0.3380,GIVE=0.2492,DROP=0.1272,GET=0.0699,PUT=0.0097,PICK=-0.1455,PLAY=-0.2927,WALK=-0.3713,TAKE=-0.4795,THROW=-0.7150
334,rand,3_1b_task5 32909-33359,GET,n,n,,,,,,,,,,,,,,
335,spatial_unsup,3_1b_task5 33359-33809,THROW,n,n,THROW=0.0083,GIVE=0.0063,PLAY=0.0061,PUT=0.0060,EAT=0.0050,WALK=0.0046,GO=0.0042,GET=0.0040,WASH=0.0037,TAKE=0.0037,OPEN=0.0032,PICK=0.0032,DROP=0.0032,HOLD=0.0019
336,cnn_unsup,3_1b_task5 33359-33809,GIVE,n,n,GIVE=0.9813,OPEN=0.9803,THROW=0.9794,HOLD=0.9775,PLAY=0.9768,EAT=0.9765,GO=0.9754,PUT=0.9748,TAKE=0.9748,DROP=0.9740,PICK=0.9722,GET=0.9645,WASH=0.9633,WALK=0.9599
337,spatial_sup,3_1b_task5 33359-33809,EAT,n,n,EAT=0.5470,WASH=0.5457,HOLD=0.4807,OPEN=0.3955,GET=0.2020,DROP=0.0756,GO=0.0723,GIVE=0.0272,PICK=-0.0451,TAKE=-0.0625,PUT=-0.1354,WALK=-0.1686,PLAY=-0.3023,THROW=-0.7312
338,cnn_sup,3_1b_task5 33359-33809,GO,y,n,EAT=0.5470,WASH=0.5457,HOLD=0.4807,OPEN=0.3955,GET=0.2020,DROP=0.0756,GO=0.0723,GIVE=0.0272,PICK=-0.0451,TAKE=-0.0625,PUT=-0.1354,WALK=-0.1686,PLAY=-0.3023,THROW=-0.7312
339,rand,3_1b_task5 33359-33809,EAT,n,n,,,,,,,,,,,,,,
340,spatial_unsup,3_1b_task5 33809-34259,THROW,n,n,THROW=0.0084,GIVE=0.0065,PLAY=0.0061,PUT=0.0060,EAT=0.0051,WALK=0.0046,GO=0.0043,GET=0.0040,WASH=0.0037,TAKE=0.0037,OPEN=0.0033,PICK=0.0033,DROP=0.0033,HOLD=0.0020
341,cnn_unsup,3_1b_task5 33809-34259,HOLD,n,n,HOLD=0.9777,GIVE=0.9766,OPEN=0.9757,EAT=0.9752,GO=0.9739,THROW=0.9736,TAKE=0.9727,PLAY=0.9722,PUT=0.9721,DROP=0.9717,PICK=0.9694,WASH=0.9637,GET=0.9625,WALK=0.9577
342,spatial_sup,3_1b_task5 33809-34259,EAT,n,n,EAT=0.6795,HOLD=0.5147,OPEN=0.3397,WASH=0.3252,GET=0.2109,DROP=0.0868,TAKE=0.0335,GO=0.0229,PUT=-0.0503,GIVE=-0.0567,WALK=-0.1253,PICK=-0.1620,PLAY=-0.2955,THROW=-0.7158
343,cnn_sup,3_1b_task5 33809-34259,OPEN,n,n,EAT=0.6795,HOLD=0.5147,OPEN=0.3397,WASH=0.3252,GET=0.2109,DROP=0.0868,TAKE=0.0335,GO=0.0229,PUT=-0.0503,GIVE=-0.0567,WALK=-0.1253,PICK=-0.1620,PLAY=-0.2955,THROW=-0.7158
344,rand,3_1b_task5 33809-34259,HOLD,n,n,,,,,,,,,,,,,,
345,spatial_unsup,3_1b_task5 34259-34709,THROW,n,n,THROW=0.0085,GIVE=0.0069,PLAY=0.0062,PUT=0.0060,EAT=0.0052,WALK=0.0045,GO=0.0044,GET=0.0039,TAKE=0.0038,WASH=0.0037,PICK=0.0034,OPEN=0.0034,DROP=0.0034,HOLD=0.0022
346,cnn_unsup,3_1b_task5 34259-34709,THROW,n,n,THROW=0.9869,PLAY=0.9845,EAT=0.9843,GIVE=0.9840,PUT=0.9837,HOLD=0.9827,GO=0.9826,TAKE=0.9824,PICK=0.9801,DROP=0.9798,OPEN=0.9796,GET=0.9758,WASH=0.9743,WALK=0.9724
347,spatial_sup,3_1b_task5 34259-34709,HOLD,n,n,HOLD=0.3261,GO=0.3101,DROP=0.2791,EAT=0.2714,OPEN=0.1812,WASH=0.1521,PUT=0.1484,GIVE=0.0428,WALK=0.0197,GET=-0.0516,PLAY=-0.0605,PICK=-0.1541,TAKE=-0.2908,THROW=-0.9331
348,cnn_sup,3_1b_task5 34259-34709,GIVE,n,n,HOLD=0.3261,GO=0.3101,DROP=0.2791,EAT=0.2714,OPEN=0.1812,WASH=0.1521,PUT=0.1484,GIVE=0.0428,WALK=0.0197,GET=-0.0516,PLAY=-0.0605,PICK=-0.1541,TAKE=-0.2908,THROW=-0.9331
349,rand,3_1b_task5 34259-34709,WALK,n,n,,,,,,,,,,,,,,
350,spatial_unsup,3_1b_task5 34709-35159,PLAY,n,n,PLAY=0.8642,DROP=0.8382,GO=0.8333,PICK=0.8143,GET=0.8083,EAT=0.8032,WALK=0.8011,PUT=0.8001,THROW=0.7931,HOLD=0.7842,TAKE=0.7762,OPEN=0.7761,WASH=0.7668,GIVE=0.6287
351,cnn_unsup,3_1b_task5 34709-35159,PUT,y,n,PUT=0.9857,EAT=0.9842,THROW=0.9842,GO=0.9834,PICK=0.9833,TAKE=0.9832,GET=0.9827,HOLD=0.9827,DROP=0.9825,PLAY=0.9823,GIVE=0.9817,WASH=0.9804,WALK=0.9799,OPEN=0.9696
352,spatial_sup,3_1b_task5 34709-35159,THROW,n,n,THROW=0.3941,GO=0.3186,GET=0.2665,WALK=0.2185,OPEN=0.1899,PICK=0.1522,PLAY=0.0679,DROP=-0.0822,HOLD=-0.2071,WASH=-0.2107,EAT=-0.2521,PUT=-0.3332,TAKE=-0.3394,GIVE=-0.4541
353,cnn_sup,3_1b_task5 34709-35159,HOLD,y,y,THROW=0.3941,GO=0.3186,GET=0.2665,WALK=0.2185,OPEN=0.1899,PICK=0.1522,PLAY=0.0679,DROP=-0.0822,HOLD=-0.2071,WASH=-0.2107,EAT=-0.2521,PUT=-0.3332,TAKE=-0.3394,GIVE=-0.4541
354,rand,3_1b_task5 34709-35159,DROP,n,n,,,,,,,,,,,,,,
355,spatial_unsup,3_1b_task5 35159-35609,OPEN,n,n,OPEN=0.9326,GET=0.9038,TAKE=0.8863,THROW=0.8768,EAT=0.8581,PICK=0.8309,GO=0.8188,WALK=0.8151,PUT=0.8140,HOLD=0.8103,WASH=0.8065,PLAY=0.8001,GIVE=0.7690,DROP=0.7491
356,cnn_unsup,3_1b_task5 35159-35609,HOLD,/,y,HOLD=0.9780,EAT=0.9765,PUT=0.9750,GO=0.9745,TAKE=0.9744,DROP=0.9737,PICK=0.9726,WASH=0.9716,GET=0.9699,THROW=0.9697,PLAY=0.9685,GIVE=0.9673,WALK=0.9661,OPEN=0.9593
357,spatial_sup,3_1b_task5 35159-35609,HOLD,/,y,HOLD=0.5016,OPEN=0.4434,TAKE=0.4171,EAT=0.3585,PICK=0.3500,THROW=0.2362,GIVE=0.1979,GO=-0.0470,GET=-0.0780,DROP=-0.1944,WASH=-0.2263,PUT=-0.2618,WALK=-0.4800,PLAY=-0.5092
358,cnn_sup,3_1b_task5 35159-35609,WASH,n,n,HOLD=0.5016,OPEN=0.4434,TAKE=0.4171,EAT=0.3585,PICK=0.3500,THROW=0.2362,GIVE=0.1979,GO=-0.0470,GET=-0.0780,DROP=-0.1944,WASH=-0.2263,PUT=-0.2618,WALK=-0.4800,PLAY=-0.5092
359,rand,3_1b_task5 35159-35609,TAKE,n,y,,,,,,,,,,,,,,
360,spatial_unsup,3_1b_task5 35609-36059,THROW,n,n,THROW=0.0080,GIVE=0.0076,PUT=0.0056,PLAY=0.0054,EAT=0.0050,GO=0.0040,TAKE=0.0039,WALK=0.0038,GET=0.0036,OPEN=0.0035,PICK=0.0034,WASH=0.0033,DROP=0.0032,HOLD=0.0024
361,cnn_unsup,3_1b_task5 35609-36059,PUT,n,n,PUT=0.9814,THROW=0.9812,EAT=0.9798,PLAY=0.9792,TAKE=0.9786,GET=0.9782,PICK=0.9779,GO=0.9778,WALK=0.9776,HOLD=0.9764,DROP=0.9749,WASH=0.9748,GIVE=0.9729,OPEN=0.9614
362,spatial_sup,3_1b_task5 35609-36059,HOLD,n,n,HOLD=0.4029,DROP=0.3868,EAT=0.3439,PUT=0.3333,PICK=0.1730,OPEN=0.1191,WALK=0.1186,GIVE=0.0443,GO=0.0327,GET=-0.1891,THROW=-0.2920,WASH=-0.3473,TAKE=-0.4103,PLAY=-0.5703
363,cnn_sup,3_1b_task5 35609-36059,GIVE,n,n,HOLD=0.4029,DROP=0.3868,EAT=0.3439,PUT=0.3333,PICK=0.1730,OPEN=0.1191,WALK=0.1186,GIVE=0.0443,GO=0.0327,GET=-0.1891,THROW=-0.2920,WASH=-0.3473,TAKE=-0.4103,PLAY=-0.5703
364,rand,3_1b_task5 35609-36059,EAT,n,n,,,,,,,,,,,,,,
365,spatial_unsup,3_1b_task5 36059-36509,GIVE,n,n,GIVE=0.0081,THROW=0.0080,PUT=0.0056,PLAY=0.0054,EAT=0.0051,GO=0.0042,TAKE=0.0040,OPEN=0.0037,PICK=0.0037,WALK=0.0037,DROP=0.0036,GET=0.0035,WASH=0.0033,HOLD=0.0028
366,cnn_unsup,3_1b_task5 36059-36509,PUT,n,n,PUT=0.9798,EAT=0.9794,HOLD=0.9787,THROW=0.9779,TAKE=0.9779,PLAY=0.9776,GO=0.9767,PICK=0.9763,GET=0.9762,WALK=0.9760,DROP=0.9743,WASH=0.9731,GIVE=0.9695,OPEN=0.9612
367,spatial_sup,3_1b_task5 36059-36509,PUT,n,n,PUT=0.4318,DROP=0.2958,WALK=0.2600,EAT=0.2537,HOLD=0.1901,PICK=0.1401,THROW=-0.0680,GIVE=-0.0773,TAKE=-0.0925,GET=-0.1146,OPEN=-0.1473,PLAY=-0.2827,GO=-0.3128,WASH=-0.7069
368,cnn_sup,3_1b_task5 36059-36509,GIVE,n,n,PUT=0.4318,DROP=0.2958,WALK=0.2600,EAT=0.2537,HOLD=0.1901,PICK=0.1401,THROW=-0.0680,GIVE=-0.0773,TAKE=-0.0925,GET=-0.1146,OPEN=-0.1473,PLAY=-0.2827,GO=-0.3128,WASH=-0.7069
369,rand,3_1b_task5 36059-36509,GET,n,n,,,,,,,,,,,,,,
370,spatial_unsup,3_1b_task5 36509-36959,THROW,n,n,THROW=0.0080,GIVE=0.0071,PUT=0.0058,PLAY=0.0054,EAT=0.0050,WALK=0.0042,GO=0.0041,TAKE=0.0040,GET=0.0039,WASH=0.0036,OPEN=0.0035,PICK=0.0033,DROP=0.0032,HOLD=0.0024
371,cnn_unsup,3_1b_task5 36509-36959,THROW,n,n,THROW=0.9899,PLAY=0.9887,PUT=0.9866,EAT=0.9851,GIVE=0.9847,TAKE=0.9842,GO=0.9838,HOLD=0.9835,PICK=0.9829,GET=0.9814,DROP=0.9813,WALK=0.9794,OPEN=0.9779,WASH=0.9761
372,spatial_sup,3_1b_task5 36509-36959,PUT,n,n,PUT=0.5328,GIVE=0.5179,EAT=0.4786,OPEN=0.4010,GO=0.2768,GET=0.0180,DROP=-0.0223,HOLD=-0.0580,THROW=-0.1917,WASH=-0.2393,PLAY=-0.2716,PICK=-0.2874,WALK=-0.5164,TAKE=-0.6751
373,cnn_sup,3_1b_task5 36509-36959,WASH,n,n,PUT=0.5328,GIVE=0.5179,EAT=0.4786,OPEN=0.4010,GO=0.2768,GET=0.0180,DROP=-0.0223,HOLD=-0.0580,THROW=-0.1917,WASH=-0.2393,PLAY=-0.2716,PICK=-0.2874,WALK=-0.5164,TAKE=-0.6751
374,rand,3_1b_task5 36509-36959,WALK,y,y,,,,,,,,,,,,,,
375,spatial_unsup,3_1b_task5 36959-37409,PLAY,y,y,PLAY=0.8533,DROP=0.8013,GO=0.7958,PUT=0.7871,PICK=0.7826,EAT=0.7804,GET=0.7595,OPEN=0.7371,WALK=0.7370,TAKE=0.7347,HOLD=0.7334,WASH=0.7327,THROW=0.7204,GIVE=0.6359
376,cnn_unsup,3_1b_task5 36959-37409,OPEN,n,n,OPEN=0.9887,GIVE=0.9881,HOLD=0.9860,THROW=0.9842,PLAY=0.9829,DROP=0.9818,EAT=0.9816,GO=0.9813,TAKE=0.9810,PUT=0.9804,PICK=0.9787,GET=0.9704,WASH=0.9674,WALK=0.9653
377,spatial_sup,3_1b_task5 36959-37409,OPEN,n,n,OPEN=0.5059,GET=0.4166,PLAY=0.2792,EAT=0.2268,GO=0.1374,PUT=0.0565,PICK=0.0190,DROP=-0.0210,GIVE=-0.0782,WALK=-0.1361,HOLD=-0.2320,THROW=-0.2537,TAKE=-0.4947,WASH=-0.5080
378,cnn_sup,3_1b_task5 36959-37409,GIVE,n,n,OPEN=0.5059,GET=0.4166,PLAY=0.2792,EAT=0.2268,GO=0.1374,PUT=0.0565,PICK=0.0190,DROP=-0.0210,GIVE=-0.0782,WALK=-0.1361,HOLD=-0.2320,THROW=-0.2537,TAKE=-0.4947,WASH=-0.5080
379,rand,3_1b_task5 36959-37409,OPEN,n,n,,,,,,,,,,,,,,
380,spatial_unsup,3_1b_task5 37409-37859,GIVE,n,n,GIVE=0.9222,TAKE=0.9124,WASH=0.9109,HOLD=0.9108,THROW=0.9072,WALK=0.9043,PUT=0.8886,GET=0.8870,EAT=0.8867,PICK=0.8864,GO=0.8690,OPEN=0.8639,DROP=0.8483,PLAY=0.8206
381,cnn_unsup,3_1b_task5 37409-37859,OPEN,n,n,OPEN=0.9913,GIVE=0.9913,THROW=0.9874,HOLD=0.9868,DROP=0.9851,PLAY=0.9851,EAT=0.9839,GO=0.9838,TAKE=0.9836,PUT=0.9832,PICK=0.9820,GET=0.9729,WASH=0.9698,WALK=0.9677
382,spatial_sup,3_1b_task5 37409-37859,HOLD,y,y,HOLD=0.6046,OPEN=0.4268,WASH=0.4173,TAKE=0.3272,GIVE=0.2605,GO=0.2347,PICK=0.1201,THROW=0.1024,EAT=0.0976,GET=0.0672,DROP=0.0215,PUT=-0.3670,WALK=-0.5550,PLAY=-0.7055
383,cnn_sup,3_1b_task5 37409-37859,OPEN,n,n,HOLD=0.6046,OPEN=0.4268,WASH=0.4173,TAKE=0.3272,GIVE=0.2605,GO=0.2347,PICK=0.1201,THROW=0.1024,EAT=0.0976,GET=0.0672,DROP=0.0215,PUT=-0.3670,WALK=-0.5550,PLAY=-0.7055
384,rand,3_1b_task5 37409-37859,EAT,n,n,,,,,,,,,,,,,,
385,spatial_unsup,3_1b_task6 38296-38746,PLAY,n,n,PLAY=0.8826,DROP=0.8597,GO=0.8558,WALK=0.8417,PICK=0.8354,GET=0.8315,EAT=0.8292,THROW=0.8282,HOLD=0.8168,OPEN=0.8136,PUT=0.8079,TAKE=0.8034,WASH=0.7925,GIVE=0.6374
386,cnn_unsup,3_1b_task6 38296-38746,THROW,n,n,THROW=0.9895,GIVE=0.9883,PLAY=0.9872,EAT=0.9861,PUT=0.9860,GO=0.9850,HOLD=0.9849,TAKE=0.9849,PICK=0.9834,OPEN=0.9830,DROP=0.9827,GET=0.9793,WASH=0.9770,WALK=0.9767
387,spatial_sup,3_1b_task6 38296-38746,GO,y,y,GO=0.6462,WALK=0.2409,THROW=0.1738,PLAY=0.1096,EAT=0.0405,PUT=-0.0121,OPEN=-0.0452,HOLD=-0.1261,DROP=-0.1629,GET=-0.2240,PICK=-0.3171,WASH=-0.3491,TAKE=-0.3565,GIVE=-0.3724
388,cnn_sup,3_1b_task6 38296-38746,GO,y,y,GO=0.6462,WALK=0.2409,THROW=0.1738,PLAY=0.1096,EAT=0.0405,PUT=-0.0121,OPEN=-0.0452,HOLD=-0.1261,DROP=-0.1629,GET=-0.2240,PICK=-0.3171,WASH=-0.3491,TAKE=-0.3565,GIVE=-0.3724
389,rand,3_1b_task6 38296-38746,THROW,n,n,,,,,,,,,,,,,,
390,spatial_unsup,3_1b_task6 38746-39196,WALK,n,/,WALK=0.7695,PLAY=0.7626,OPEN=0.7500,THROW=0.7483,GO=0.7456,DROP=0.7454,EAT=0.7333,HOLD=0.7324,GET=0.7272,PICK=0.7252,TAKE=0.7121,WASH=0.6988,PUT=0.6724,GIVE=0.5355
391,cnn_unsup,3_1b_task6 38746-39196,GIVE,n,n,GIVE=0.9876,OPEN=0.9853,HOLD=0.9852,THROW=0.9843,DROP=0.9841,EAT=0.9829,PUT=0.9821,TAKE=0.9816,GO=0.9809,PICK=0.9808,PLAY=0.9791,WASH=0.9716,GET=0.9711,WALK=0.9653
392,spatial_sup,3_1b_task6 38746-39196,WALK,n,/,WALK=0.4023,PICK=0.2687,EAT=0.2336,GET=0.2170,PLAY=0.0737,OPEN=0.0385,HOLD=0.0247,THROW=0.0109,TAKE=-0.0013,PUT=-0.1077,GO=-0.1443,DROP=-0.2924,WASH=-0.5629,GIVE=-0.5754
393,cnn_sup,3_1b_task6 38746-39196,THROW,n,n,WALK=0.4023,PICK=0.2687,EAT=0.2336,GET=0.2170,PLAY=0.0737,OPEN=0.0385,HOLD=0.0247,THROW=0.0109,TAKE=-0.0013,PUT=-0.1077,GO=-0.1443,DROP=-0.2924,WASH=-0.5629,GIVE=-0.5754
394,rand,3_1b_task6 38746-39196,EAT,n,n,,,,,,,,,,,,,,
