,model,clip,predicted,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14
977,spatial_with_names_sup,4_2b_task4 31773-32223,PUT,PUT=0.4943,THROW=0.4378,WALK=0.4041,DROP=0.2732,GET=0.1213,PLAY=0.0698,OPEN=-0.0302,GIVE=-0.0432,GO=-0.0753,TAKE=-0.0962,PICK=-0.2003,HOLD=-0.2556,WASH=-0.6113,EAT=-0.6128
982,cnn_unsup,4_2b_task4 32223-32673,GO,GO=0.9871,TAKE=0.9860,GET=0.9857,PLAY=0.9856,PICK=0.9850,PUT=0.9849,THROW=0.9845,EAT=0.9842,WALK=0.9833,WASH=0.9826,DROP=0.9801,HOLD=0.9788,GIVE=0.9788,OPEN=0.9714
981,spatial_with_names_unsup,4_2b_task4 32223-32673,OPEN,OPEN=0.8869,GET=0.8380,THROW=0.8364,TAKE=0.8268,EAT=0.8068,WALK=0.8025,HOLD=0.7777,PICK=0.7756,GO=0.7713,WASH=0.7567,PLAY=0.7559,PUT=0.7327,DROP=0.7148,GIVE=0.6697
985,cnn_sup,4_2b_task4 32223-32673,TAKE,TAKE=0.5264,PICK=0.4699,HOLD=0.4481,DROP=0.4347,OPEN=0.1355,THROW=-0.0888,PLAY=-0.0982,GO=-0.1667,WALK=-0.2065,WASH=-0.2649,PUT=-0.2824,GIVE=-0.2887,GET=-0.3276,EAT=-0.3474
986,rand,4_2b_task4 32223-32673,PICK,,,,,,,,,,,,,,
983,spatial_sup,4_2b_task4 32223-32673,GET,GET=0.5610,WASH=0.4968,TAKE=0.4040,WALK=0.2009,THROW=0.1949,PICK=0.1416,HOLD=0.1226,EAT=0.0502,OPEN=-0.0916,PLAY=-0.2022,GO=-0.2104,PUT=-0.4209,GIVE=-0.5264,DROP=-0.7135
984,spatial_with_names_sup,4_2b_task4 32223-32673,PICK,PICK=0.5189,WALK=0.3999,HOLD=0.3223,GET=0.2792,TAKE=0.2683,GO=0.0603,THROW=-0.0353,PLAY=-0.0676,OPEN=-0.1479,WASH=-0.1674,PUT=-0.2839,EAT=-0.2880,GIVE=-0.5061,DROP=-0.6246
980,spatial_unsup,4_2b_task4 32223-32673,OPEN,OPEN=0.8869,GET=0.8380,THROW=0.8364,TAKE=0.8268,EAT=0.8068,WALK=0.8025,HOLD=0.7777,PICK=0.7756,GO=0.7713,WASH=0.7567,PLAY=0.7559,PUT=0.7327,DROP=0.7148,GIVE=0.6697
990,spatial_sup,4_2b_task4 32673-33123,HOLD,HOLD=0.6005,GO=0.4851,DROP=0.4191,WASH=0.3943,WALK=0.1944,TAKE=0.1070,OPEN=0.0442,PICK=0.0203,EAT=-0.1013,THROW=-0.1395,GET=-0.2505,GIVE=-0.2822,PUT=-0.4206,PLAY=-0.4679
991,spatial_with_names_sup,4_2b_task4 32673-33123,GO,GO=0.5541,HOLD=0.5031,PICK=0.3944,WALK=0.2807,DROP=0.2139,TAKE=0.0068,OPEN=-0.0756,THROW=-0.1860,PLAY=-0.2229,WASH=-0.2289,GET=-0.2543,EAT=-0.2629,GIVE=-0.3160,PUT=-0.3350
988,spatial_with_names_unsup,4_2b_task4 32673-33123,DROP,DROP=0.9754,HOLD=0.9645,WASH=0.9617,GO=0.9604,WALK=0.9591,PICK=0.9523,THROW=0.9462,PUT=0.9442,PLAY=0.9409,EAT=0.9349,TAKE=0.9256,GET=0.9156,GIVE=0.9096,OPEN=0.8795
993,rand,4_2b_task4 32673-33123,OPEN,,,,,,,,,,,,,,
989,cnn_unsup,4_2b_task4 32673-33123,HOLD,HOLD=0.9878,GO=0.9877,TAKE=0.9869,EAT=0.9860,DROP=0.9850,PICK=0.9847,PUT=0.9843,GIVE=0.9838,THROW=0.9834,PLAY=0.9833,OPEN=0.9826,GET=0.9787,WASH=0.9779,WALK=0.9736
992,cnn_sup,4_2b_task4 32673-33123,TAKE,TAKE=0.7735,DROP=0.4806,WASH=0.2025,EAT=0.1772,GET=0.0860,GO=0.0101,OPEN=0.0021,PLAY=0.0000,PICK=-0.0928,WALK=-0.1854,HOLD=-0.2997,THROW=-0.3214,PUT=-0.3625,GIVE=-0.4573
987,spatial_unsup,4_2b_task4 32673-33123,DROP,DROP=0.9754,HOLD=0.9645,WASH=0.9617,GO=0.9604,WALK=0.9591,PICK=0.9523,THROW=0.9462,PUT=0.9442,PLAY=0.9409,EAT=0.9349,TAKE=0.9256,GET=0.9156,GIVE=0.9096,OPEN=0.8795
998,spatial_with_names_sup,4_2b_task4 33123-33573,GO,GO=0.4696,PICK=0.2978,HOLD=0.2790,GIVE=0.1378,WASH=0.1127,OPEN=-0.0116,PUT=-0.0177,EAT=-0.0530,GET=-0.0654,WALK=-0.1433,THROW=-0.1922,TAKE=-0.2508,PLAY=-0.3104,DROP=-0.7323
994,spatial_unsup,4_2b_task4 33123-33573,GIVE,GIVE=0.9608,TAKE=0.9481,WASH=0.9435,THROW=0.9428,HOLD=0.9340,EAT=0.9313,OPEN=0.9301,GET=0.9289,PICK=0.9237,PUT=0.9206,WALK=0.9185,GO=0.9117,DROP=0.8836,PLAY=0.8736
1000,rand,4_2b_task4 33123-33573,PICK,,,,,,,,,,,,,,
999,cnn_sup,4_2b_task4 33123-33573,PICK,PICK=0.3768,PLAY=0.3014,WASH=0.2136,GET=0.0898,TAKE=0.0288,GO=-0.0041,EAT=-0.0248,WALK=-0.0347,THROW=-0.0730,DROP=-0.0850,PUT=-0.1689,GIVE=-0.1840,OPEN=-0.3332,HOLD=-0.7424
997,spatial_sup,4_2b_task4 33123-33573,WASH,WASH=0.6021,GO=0.4349,GIVE=0.2822,OPEN=0.2429,HOLD=0.1890,PICK=0.0161,EAT=0.0129,GET=0.0122,PUT=-0.0368,THROW=-0.1312,DROP=-0.2738,WALK=-0.3295,TAKE=-0.3479,PLAY=-0.4815
995,spatial_with_names_unsup,4_2b_task4 33123-33573,GIVE,GIVE=0.9608,TAKE=0.9481,WASH=0.9435,THROW=0.9428,HOLD=0.9340,EAT=0.9313,OPEN=0.9301,GET=0.9289,PICK=0.9237,PUT=0.9206,WALK=0.9185,GO=0.9117,DROP=0.8836,PLAY=0.8736
996,cnn_unsup,4_2b_task4 33123-33573,GO,GO=0.9884,TAKE=0.9876,EAT=0.9865,PICK=0.9858,PUT=0.9855,THROW=0.9851,PLAY=0.9849,DROP=0.9840,HOLD=0.9838,GIVE=0.9819,GET=0.9819,WASH=0.9813,OPEN=0.9802,WALK=0.9770
1002,spatial_with_names_unsup,4_2b_task4 33573-34023,WALK,WALK=0.0091,THROW=0.0074,GET=0.0067,PUT=0.0066,PLAY=0.0065,EAT=0.0065,WASH=0.0062,GO=0.0053,TAKE=0.0046,PICK=0.0038,OPEN=0.0032,DROP=0.0029,HOLD=0.0022,GIVE=0.0004
1005,spatial_with_names_sup,4_2b_task4 33573-34023,PUT,PUT=0.6357,THROW=0.4934,EAT=0.2790,GIVE=0.1853,DROP=0.0622,GET=0.0306,WALK=-0.0191,WASH=-0.0629,OPEN=-0.0942,PLAY=-0.1819,TAKE=-0.2196,GO=-0.2428,HOLD=-0.5573,PICK=-0.7434
1004,spatial_sup,4_2b_task4 33573-34023,PUT,PUT=0.7067,WALK=0.3145,DROP=0.1970,GO=0.1596,GIVE=0.0960,THROW=0.0338,PLAY=-0.0119,EAT=-0.0958,WASH=-0.1376,GET=-0.2488,HOLD=-0.3810,PICK=-0.4190,OPEN=-0.4622,TAKE=-0.7222
1003,cnn_unsup,4_2b_task4 33573-34023,GO,GO=0.9876,GET=0.9872,TAKE=0.9864,PLAY=0.9863,PICK=0.9860,PUT=0.9858,THROW=0.9857,EAT=0.9844,WALK=0.9842,WASH=0.9842,DROP=0.9809,GIVE=0.9789,HOLD=0.9765,OPEN=0.9715
1001,spatial_unsup,4_2b_task4 33573-34023,WALK,WALK=0.0082,THROW=0.0069,GET=0.0068,PLAY=0.0065,PUT=0.0064,WASH=0.0061,EAT=0.0052,GO=0.0050,TAKE=0.0043,PICK=0.0036,OPEN=0.0032,DROP=0.0032,HOLD=0.0021,GIVE=0.0003
1007,rand,4_2b_task4 33573-34023,HOLD,,,,,,,,,,,,,,
1006,cnn_sup,4_2b_task4 33573-34023,TAKE,TAKE=0.4269,PICK=0.3553,EAT=0.2782,HOLD=0.1572,GO=0.1250,GIVE=0.0697,GET=0.0089,WASH=-0.0121,OPEN=-0.0219,DROP=-0.0622,PLAY=-0.1889,WALK=-0.3462,PUT=-0.4479,THROW=-0.7074
1012,spatial_with_names_sup,4_2b_task4 34023-34473,EAT,EAT=0.5029,WALK=0.4263,THROW=0.3792,TAKE=0.2276,DROP=0.1005,GET=-0.0037,PUT=-0.0081,WASH=-0.0309,PLAY=-0.1203,GO=-0.2459,HOLD=-0.3291,PICK=-0.3996,OPEN=-0.4627,GIVE=-0.5673
1014,rand,4_2b_task4 34023-34473,PICK,,,,,,,,,,,,,,
1009,spatial_with_names_unsup,4_2b_task4 34023-34473,WALK,WALK=0.0089,THROW=0.0079,PLAY=0.0068,PUT=0.0067,EAT=0.0066,GET=0.0064,WASH=0.0060,GO=0.0054,TAKE=0.0044,PICK=0.0039,OPEN=0.0032,DROP=0.0032,HOLD=0.0020,GIVE=0.0009
1008,spatial_unsup,4_2b_task4 34023-34473,WALK,WALK=0.0079,THROW=0.0075,PLAY=0.0070,PUT=0.0066,GET=0.0065,WASH=0.0059,EAT=0.0053,GO=0.0051,TAKE=0.0041,PICK=0.0036,DROP=0.0034,OPEN=0.0032,HOLD=0.0020,GIVE=0.0009
1013,cnn_sup,4_2b_task4 34023-34473,GET,GET=0.4068,PICK=0.3869,TAKE=0.3193,GIVE=0.2758,GO=0.1818,WASH=0.1404,OPEN=-0.0121,EAT=-0.0310,HOLD=-0.0596,THROW=-0.2380,PLAY=-0.3007,PUT=-0.3968,DROP=-0.4390,WALK=-0.5346
1011,spatial_sup,4_2b_task4 34023-34473,WALK,WALK=0.4570,EAT=0.3792,PUT=0.1554,DROP=0.1410,PLAY=0.0727,GET=0.0303,OPEN=-0.0080,THROW=-0.0420,PICK=-0.0637,GO=-0.0677,WASH=-0.1072,HOLD=-0.1984,GIVE=-0.3532,TAKE=-0.6176
1010,cnn_unsup,4_2b_task4 34023-34473,GO,GO=0.9826,TAKE=0.9813,WASH=0.9810,GET=0.9809,PICK=0.9803,EAT=0.9799,PUT=0.9791,WALK=0.9779,PLAY=0.9773,DROP=0.9761,THROW=0.9752,HOLD=0.9739,GIVE=0.9692,OPEN=0.9653
1019,spatial_with_names_sup,4_2b_task4 34473-34923,GO,GO=0.5855,HOLD=0.3619,PUT=0.2302,WALK=0.0547,GIVE=0.0291,THROW=0.0107,PICK=-0.0103,TAKE=-0.0478,EAT=-0.0591,DROP=-0.1320,OPEN=-0.2326,GET=-0.3637,PLAY=-0.4390,WASH=-0.5422
1015,spatial_unsup,4_2b_task4 34473-34923,PUT,PUT=0.9764,TAKE=0.9678,GET=0.9650,PICK=0.9639,EAT=0.9633,GIVE=0.9605,WASH=0.9600,GO=0.9553,THROW=0.9527,HOLD=0.9476,OPEN=0.9405,PLAY=0.9403,DROP=0.9322,WALK=0.9298
1017,cnn_unsup,4_2b_task4 34473-34923,GO,GO=0.9844,GET=0.9835,TAKE=0.9835,WALK=0.9824,PICK=0.9822,EAT=0.9818,WASH=0.9813,PUT=0.9812,PLAY=0.9810,THROW=0.9776,DROP=0.9776,HOLD=0.9766,GIVE=0.9703,OPEN=0.9661
1020,cnn_sup,4_2b_task4 34473-34923,PLAY,PLAY=0.7580,DROP=0.6692,OPEN=0.2922,WASH=0.2356,GET=0.0622,GO=0.0479,TAKE=0.0454,PICK=0.0267,HOLD=-0.0895,THROW=-0.1079,EAT=-0.1870,WALK=-0.2113,PUT=-0.3823,GIVE=-0.5741
1018,spatial_sup,4_2b_task4 34473-34923,GO,GO=0.5970,GIVE=0.4127,OPEN=0.3613,PUT=0.2795,HOLD=0.2787,DROP=0.2219,EAT=0.0696,THROW=-0.0053,PICK=-0.0820,GET=-0.2345,WASH=-0.4209,TAKE=-0.4303,WALK=-0.4591,PLAY=-0.5521
1016,spatial_with_names_unsup,4_2b_task4 34473-34923,PUT,PUT=0.9764,TAKE=0.9678,GET=0.9650,PICK=0.9639,EAT=0.9633,GIVE=0.9605,WASH=0.9600,GO=0.9553,THROW=0.9527,HOLD=0.9476,OPEN=0.9405,PLAY=0.9403,DROP=0.9322,WALK=0.9298
1021,rand,4_2b_task4 34473-34923,THROW,,,,,,,,,,,,,,
1022,spatial_unsup,4_2b_task4 34923-35373,OPEN,OPEN=0.9418,GET=0.9080,THROW=0.8976,TAKE=0.8907,EAT=0.8741,WALK=0.8604,PICK=0.8485,GO=0.8456,HOLD=0.8399,PLAY=0.8351,WASH=0.8221,PUT=0.8138,DROP=0.7911,GIVE=0.7332
1024,cnn_unsup,4_2b_task4 34923-35373,GET,GET=0.9845,GO=0.9841,WASH=0.9841,WALK=0.9831,TAKE=0.9829,EAT=0.9817,PICK=0.9817,PUT=0.9814,PLAY=0.9791,THROW=0.9773,DROP=0.9753,HOLD=0.9746,GIVE=0.9687,OPEN=0.9599
1028,rand,4_2b_task4 34923-35373,PLAY,,,,,,,,,,,,,,
1023,spatial_with_names_unsup,4_2b_task4 34923-35373,OPEN,OPEN=0.9418,GET=0.9080,THROW=0.8976,TAKE=0.8907,EAT=0.8741,WALK=0.8604,PICK=0.8485,GO=0.8456,HOLD=0.8399,PLAY=0.8351,WASH=0.8221,PUT=0.8138,DROP=0.7911,GIVE=0.7332
1027,cnn_sup,4_2b_task4 34923-35373,GIVE,GIVE=0.4735,THROW=0.2978,GO=0.2873,PUT=0.2360,PICK=0.1629,HOLD=0.0678,WALK=-0.0030,PLAY=-0.0611,DROP=-0.0807,WASH=-0.2265,TAKE=-0.3107,OPEN=-0.3138,GET=-0.3972,EAT=-0.6729
1025,spatial_sup,4_2b_task4 34923-35373,GET,GET=0.6099,OPEN=0.4868,GO=0.3337,WASH=0.1865,EAT=0.1555,PICK=0.0793,THROW=0.0430,HOLD=0.0099,PLAY=-0.1416,WALK=-0.1516,TAKE=-0.2316,GIVE=-0.3281,PUT=-0.3935,DROP=-0.5747
1026,spatial_with_names_sup,4_2b_task4 34923-35373,OPEN,OPEN=0.9502,GET=0.1688,HOLD=0.1552,GO=0.0878,THROW=0.0648,EAT=0.0630,PLAY=0.0610,WASH=-0.0432,DROP=-0.0753,PICK=-0.0954,GIVE=-0.1427,WALK=-0.1567,TAKE=-0.1883,PUT=-0.1897
1031,cnn_unsup,4_2b_task4 35373-35823,GET,GET=0.9871,GO=0.9863,WALK=0.9859,WASH=0.9857,TAKE=0.9852,PICK=0.9845,PUT=0.9839,EAT=0.9837,PLAY=0.9823,THROW=0.9804,DROP=0.9784,HOLD=0.9766,GIVE=0.9725,OPEN=0.9641
1032,spatial_sup,4_2b_task4 35373-35823,WALK,WALK=0.5838,HOLD=0.5678,TAKE=0.4580,DROP=0.2922,PICK=0.2602,GO=-0.0816,THROW=-0.0890,EAT=-0.0970,WASH=-0.1590,PUT=-0.1768,GET=-0.3083,PLAY=-0.3474,OPEN=-0.3781,GIVE=-0.4943
1035,rand,4_2b_task4 35373-35823,DROP,,,,,,,,,,,,,,
1029,spatial_unsup,4_2b_task4 35373-35823,HOLD,HOLD=0.9125,WALK=0.9125,WASH=0.9026,DROP=0.8923,THROW=0.8857,PICK=0.8749,GO=0.8741,PUT=0.8697,GIVE=0.8674,TAKE=0.8619,EAT=0.8521,GET=0.8379,PLAY=0.8280,OPEN=0.7849
1033,spatial_with_names_sup,4_2b_task4 35373-35823,PICK,PICK=0.3497,PLAY=0.3360,WALK=0.2303,TAKE=0.2218,DROP=0.1606,HOLD=0.1434,GO=0.1079,PUT=0.0541,GIVE=0.0242,THROW=-0.1581,GET=-0.1621,OPEN=-0.3558,EAT=-0.5478,WASH=-0.6033
1030,spatial_with_names_unsup,4_2b_task4 35373-35823,HOLD,HOLD=0.9125,WALK=0.9125,WASH=0.9026,DROP=0.8923,THROW=0.8857,PICK=0.8749,GO=0.8741,PUT=0.8697,GIVE=0.8674,TAKE=0.8619,EAT=0.8521,GET=0.8379,PLAY=0.8280,OPEN=0.7849
1034,cnn_sup,4_2b_task4 35373-35823,PICK,PICK=0.5795,TAKE=0.3779,OPEN=0.3239,GET=0.2915,EAT=0.0876,HOLD=-0.0652,PLAY=-0.0854,WASH=-0.0912,GIVE=-0.1010,GO=-0.1280,THROW=-0.1847,DROP=-0.1978,PUT=-0.4342,WALK=-0.5062
1041,cnn_sup,4_2b_task4 35823-36273,EAT,EAT=0.4488,TAKE=0.3459,GET=0.2877,PUT=0.2667,THROW=0.2181,PICK=0.1047,PLAY=0.0890,GIVE=0.0163,HOLD=-0.0908,DROP=-0.1338,OPEN=-0.1540,WALK=-0.4690,WASH=-0.4708,GO=-0.6367
1039,spatial_sup,4_2b_task4 35823-36273,EAT,EAT=0.5608,GO=0.5222,OPEN=0.5184,GET=0.1839,HOLD=0.1511,WASH=0.1447,PUT=0.0672,GIVE=0.0112,PICK=-0.1910,WALK=-0.2264,DROP=-0.2408,PLAY=-0.2449,THROW=-0.4928,TAKE=-0.6478
1040,spatial_with_names_sup,4_2b_task4 35823-36273,GO,GO=0.5846,HOLD=0.3847,EAT=0.3405,WALK=0.1422,PUT=0.0495,OPEN=-0.0139,GET=-0.0884,PICK=-0.1140,PLAY=-0.1860,GIVE=-0.2385,WASH=-0.2664,TAKE=-0.3058,DROP=-0.4429,THROW=-0.5230
1038,cnn_unsup,4_2b_task4 35823-36273,GO,GO=0.9877,TAKE=0.9865,PICK=0.9854,EAT=0.9851,GET=0.9845,PUT=0.9841,WASH=0.9839,DROP=0.9825,PLAY=0.9823,WALK=0.9820,HOLD=0.9817,THROW=0.9803,GIVE=0.9768,OPEN=0.9724
1042,rand,4_2b_task4 35823-36273,EAT,,,,,,,,,,,,,,
1036,spatial_unsup,4_2b_task4 35823-36273,PLAY,PLAY=0.8929,DROP=0.8439,GO=0.8396,PICK=0.8238,EAT=0.8230,PUT=0.8171,GET=0.8056,WALK=0.7927,OPEN=0.7895,HOLD=0.7817,TAKE=0.7797,THROW=0.7752,WASH=0.7739,GIVE=0.6549
1037,spatial_with_names_unsup,4_2b_task4 35823-36273,PLAY,PLAY=0.8929,DROP=0.8439,GO=0.8396,PICK=0.8238,EAT=0.8230,PUT=0.8171,GET=0.8056,WALK=0.7927,OPEN=0.7895,HOLD=0.7817,TAKE=0.7797,THROW=0.7752,WASH=0.7739,GIVE=0.6549
1046,spatial_sup,4_2b_task4 36273-36723,PUT,PUT=0.5224,GIVE=0.2935,GO=0.2835,EAT=0.1090,HOLD=0.0980,TAKE=-0.0369,PLAY=-0.0444,DROP=-0.0649,WALK=-0.1477,OPEN=-0.1497,PICK=-0.2202,THROW=-0.2356,GET=-0.4644,WASH=-0.6551
1043,spatial_unsup,4_2b_task4 36273-36723,PLAY,PLAY=0.8454,GO=0.7948,GET=0.7892,EAT=0.7878,OPEN=0.7871,PICK=0.7815,DROP=0.7787,PUT=0.7769,TAKE=0.7538,THROW=0.7441,WALK=0.7285,HOLD=0.7253,WASH=0.7251,GIVE=0.6271
1048,cnn_sup,4_2b_task4 36273-36723,TAKE,TAKE=0.6548,GET=0.2671,DROP=0.2565,PICK=0.2276,HOLD=0.1935,EAT=0.1630,OPEN=0.1351,PLAY=0.1288,WASH=-0.1432,GIVE=-0.2041,GO=-0.2388,THROW=-0.2512,PUT=-0.3386,WALK=-0.6822
1049,rand,4_2b_task4 36273-36723,GO,,,,,,,,,,,,,,
1047,spatial_with_names_sup,4_2b_task4 36273-36723,GO,GO=0.3534,PUT=0.3183,HOLD=0.2722,WALK=0.2122,PICK=0.0609,PLAY=0.0364,GIVE=0.0089,TAKE=-0.0146,DROP=-0.0597,OPEN=-0.1697,EAT=-0.1757,THROW=-0.1793,GET=-0.3875,WASH=-0.8279
1045,cnn_unsup,4_2b_task4 36273-36723,GO,GO=0.9888,TAKE=0.9881,EAT=0.9872,PICK=0.9867,PUT=0.9859,WASH=0.9852,GET=0.9849,HOLD=0.9846,DROP=0.9843,PLAY=0.9838,THROW=0.9824,WALK=0.9809,GIVE=0.9784,OPEN=0.9764
1044,spatial_with_names_unsup,4_2b_task4 36273-36723,PLAY,PLAY=0.8454,GO=0.7948,GET=0.7892,EAT=0.7878,OPEN=0.7871,PICK=0.7815,DROP=0.7787,PUT=0.7769,TAKE=0.7538,THROW=0.7441,WALK=0.7285,HOLD=0.7253,WASH=0.7251,GIVE=0.6271
1055,cnn_sup,4_2b_task4 36723-37173,PUT,PUT=0.4493,PICK=0.4168,GET=0.3644,TAKE=0.2131,GIVE=0.1978,WASH=0.1408,EAT=-0.0324,WALK=-0.0588,HOLD=-0.1878,PLAY=-0.2603,THROW=-0.2735,OPEN=-0.3237,GO=-0.5564,DROP=-0.6458
1050,spatial_unsup,4_2b_task4 36723-37173,OPEN,OPEN=0.8570,TAKE=0.8187,GET=0.8166,THROW=0.8100,EAT=0.7953,WALK=0.7932,HOLD=0.7693,PICK=0.7614,WASH=0.7507,GO=0.7460,PUT=0.7316,PLAY=0.7285,GIVE=0.6919,DROP=0.6893
1052,cnn_unsup,4_2b_task4 36723-37173,GET,GET=0.9948,GO=0.9941,WALK=0.9936,PICK=0.9933,TAKE=0.9930,PUT=0.9925,PLAY=0.9923,WASH=0.9919,EAT=0.9917,THROW=0.9901,DROP=0.9897,GIVE=0.9851,HOLD=0.9846,OPEN=0.9785
1056,rand,4_2b_task4 36723-37173,DROP,,,,,,,,,,,,,,
1051,spatial_with_names_unsup,4_2b_task4 36723-37173,OPEN,OPEN=0.8570,TAKE=0.8187,GET=0.8166,THROW=0.8100,EAT=0.7953,WALK=0.7932,HOLD=0.7693,PICK=0.7614,WASH=0.7507,GO=0.7460,PUT=0.7316,PLAY=0.7285,GIVE=0.6919,DROP=0.6892
1054,spatial_with_names_sup,4_2b_task4 36723-37173,WALK,WALK=0.8301,PLAY=0.3300,GET=0.0986,PICK=0.0982,OPEN=0.0699,THROW=0.0661,EAT=-0.0520,PUT=-0.0753,WASH=-0.0758,GO=-0.1872,DROP=-0.1963,TAKE=-0.2823,HOLD=-0.3080,GIVE=-0.7289
1053,spatial_sup,4_2b_task4 36723-37173,PLAY,PLAY=0.5165,WALK=0.4638,THROW=0.2766,GET=0.1807,WASH=0.1643,EAT=0.1138,PICK=-0.0359,OPEN=-0.1517,PUT=-0.1619,TAKE=-0.2212,DROP=-0.2354,GO=-0.2690,GIVE=-0.4602,HOLD=-0.5213
1057,spatial_unsup,4_2b_task5 37257-37707,WALK,WALK=0.0081,THROW=0.0072,PLAY=0.0069,GET=0.0066,PUT=0.0065,WASH=0.0061,EAT=0.0052,GO=0.0052,TAKE=0.0041,PICK=0.0036,DROP=0.0033,OPEN=0.0032,HOLD=0.0020,GIVE=0.0004
1058,spatial_with_names_unsup,4_2b_task5 37257-37707,WALK,WALK=0.0091,THROW=0.0077,PLAY=0.0068,PUT=0.0067,EAT=0.0066,GET=0.0065,WASH=0.0061,GO=0.0054,TAKE=0.0044,PICK=0.0039,OPEN=0.0032,DROP=0.0032,HOLD=0.0020,GIVE=0.0005
1063,rand,4_2b_task5 37257-37707,TAKE,,,,,,,,,,,,,,
1059,cnn_unsup,4_2b_task5 37257-37707,GO,GO=0.9855,TAKE=0.9843,EAT=0.9833,PICK=0.9827,WASH=0.9822,GET=0.9818,PUT=0.9816,PLAY=0.9799,WALK=0.9797,DROP=0.9790,HOLD=0.9790,THROW=0.9780,GIVE=0.9730,OPEN=0.9693
1062,cnn_sup,4_2b_task5 37257-37707,OPEN,OPEN=0.4757,GET=0.3706,WASH=0.2657,GIVE=0.2511,PICK=0.2328,GO=0.1113,PUT=0.0457,EAT=-0.0338,WALK=-0.0552,PLAY=-0.1203,TAKE=-0.2644,HOLD=-0.3249,THROW=-0.3784,DROP=-0.6206
1060,spatial_sup,4_2b_task5 37257-37707,WALK,WALK=0.5491,PLAY=0.3740,EAT=0.2804,PUT=0.2528,THROW=0.1251,WASH=0.1004,DROP=-0.0978,GO=-0.1131,GET=-0.1468,TAKE=-0.2896,GIVE=-0.3651,HOLD=-0.4235,PICK=-0.4687,OPEN=-0.4696
1061,spatial_with_names_sup,4_2b_task5 37257-37707,THROW,THROW=0.5132,EAT=0.4209,PLAY=0.2820,WALK=0.2262,PUT=0.1207,DROP=0.0654,GET=0.0122,TAKE=0.0091,WASH=-0.1503,OPEN=-0.1842,GO=-0.2523,GIVE=-0.3406,PICK=-0.6185,HOLD=-0.6868
1068,spatial_with_names_sup,4_2b_task5 37707-38157,THROW,THROW=0.5118,WALK=0.4012,DROP=0.2807,EAT=0.2714,PUT=0.2664,TAKE=0.0966,GET=0.0525,PLAY=0.0160,WASH=-0.1518,OPEN=-0.2873,GIVE=-0.3553,GO=-0.3981,HOLD=-0.5232,PICK=-0.5384
1064,spatial_unsup,4_2b_task5 37707-38157,WALK,WALK=0.0082,THROW=0.0071,PLAY=0.0069,GET=0.0067,PUT=0.0065,WASH=0.0062,EAT=0.0053,GO=0.0052,TAKE=0.0042,PICK=0.0037,DROP=0.0034,OPEN=0.0032,HOLD=0.0021,GIVE=0.0002
1069,cnn_sup,4_2b_task5 37707-38157,PUT,PUT=0.7267,WALK=0.3883,GIVE=0.2918,WASH=0.2803,GET=0.1573,OPEN=0.0458,EAT=-0.0860,HOLD=-0.1056,PICK=-0.1562,PLAY=-0.1787,GO=-0.2333,TAKE=-0.2955,THROW=-0.3731,DROP=-0.5011
1065,spatial_with_names_unsup,4_2b_task5 37707-38157,WALK,WALK=0.0092,THROW=0.0076,PLAY=0.0068,PUT=0.0067,GET=0.0067,EAT=0.0066,WASH=0.0062,GO=0.0055,TAKE=0.0045,PICK=0.0039,OPEN=0.0033,DROP=0.0032,HOLD=0.0021,GIVE=0.0003
1070,rand,4_2b_task5 37707-38157,EAT,,,,,,,,,,,,,,
1067,spatial_sup,4_2b_task5 37707-38157,WALK,WALK=0.7469,PUT=0.4237,PLAY=0.2348,THROW=0.1036,EAT=0.1025,DROP=0.0802,GO=-0.1932,WASH=-0.2273,GET=-0.2477,PICK=-0.2487,HOLD=-0.3515,TAKE=-0.3654,GIVE=-0.4002,OPEN=-0.6144
1066,cnn_unsup,4_2b_task5 37707-38157,GO,GO=0.9849,TAKE=0.9834,WASH=0.9832,GET=0.9829,PICK=0.9828,EAT=0.9821,PUT=0.9811,WALK=0.9803,DROP=0.9791,PLAY=0.9789,THROW=0.9769,HOLD=0.9759,GIVE=0.9724,OPEN=0.9678
1077,rand,4_2b_task5 38157-38607,PICK,,,,,,,,,,,,,,
1075,spatial_with_names_sup,4_2b_task5 38157-38607,THROW,THROW=0.4278,WALK=0.3989,DROP=0.3487,EAT=0.3139,PUT=0.2208,TAKE=0.2088,GET=0.0534,PLAY=-0.0720,WASH=-0.0795,OPEN=-0.1894,HOLD=-0.3545,GIVE=-0.3694,PICK=-0.4236,GO=-0.5424
1071,spatial_unsup,4_2b_task5 38157-38607,WALK,WALK=0.0083,GET=0.0068,THROW=0.0066,PLAY=0.0066,PUT=0.0063,WASH=0.0062,GO=0.0051,EAT=0.0051,TAKE=0.0041,PICK=0.0036,DROP=0.0032,OPEN=0.0031,HOLD=0.0020,GIVE=-0.0005
1076,cnn_sup,4_2b_task5 38157-38607,GIVE,GIVE=0.5954,GET=0.4723,PUT=0.4563,TAKE=0.2428,PICK=0.0697,OPEN=-0.0118,THROW=-0.0895,HOLD=-0.1055,WASH=-0.1128,EAT=-0.1478,GO=-0.2024,PLAY=-0.2947,WALK=-0.5662,DROP=-0.5836
